"AffiliationID","AffiliationName","Type"
"d83e9ce2-aa86-4381-b7af-5ba761905cd8","Bernard Ltd","Company"
"f1d443aa-473f-4387-bf90-27126a7e44a8","Jones Inc","Company"
"22f98245-5f37-452b-a4ec-6f7e547f6078","Frazier, Zamora and Murray","Company"
"7c72fd70-a288-4dad-b2d2-c47a97f21ac5","Cohen-Whitaker","Company"
"63f20fef-20a4-437c-9db6-f93ae425c0c9","Anderson-Gardner","Company"
"ae85c917-d05b-490b-910a-23c95001a355","Rodriguez, Hill and Hall","Company"
"e77a8a66-e132-4ec2-b381-a2ce6651024e","Ross, Newton and Palmer","Company"
"33b00ae8-77d6-4ad8-9f61-8227b026b2ca","Young, Sanchez and Morgan","Company"
"8003848b-e3cf-4e6e-bd47-7667da61472a","Blackburn-Butler","Company"
"5d640151-23f0-4008-be43-6eb64bb4a4ae","Campbell-Garcia","Company"
"c67fc945-8941-4d19-be3b-ac64e1b4e218","Rivera-Elliott","Company"
"d883ef45-981b-44e8-a68a-9d6c0b5e8936","Robbins-Long","Company"
"2d8c2221-8721-43e1-b754-7dc88afc648f","Hawkins, Brandt and Nielsen","Company"
"51a2406f-f28a-4665-8e70-fcb79e88edc7","Weiss, Bryant and Smith","Company"
"559ee212-e18b-4eea-88c2-6c4da999cf47","Mills-Schwartz","Company"
"42db18da-f42d-4b2d-b831-d0c43d1c2426","Jones LLC","Company"
"6188e624-38ed-4ad2-8eb5-c058391b6f15","Williams, Macias and Parker","Company"
"04fe2afd-d85f-4b11-b046-bd9303173f81","Wilson Inc","Company"
"86c6d040-d17c-46a3-b330-422099aa64fc","White Group","Company"
"aff9d289-263d-4c5f-95b3-18ad6f1f41b2","Alvarado-Robbins","Company"
"58fb76fc-b769-472c-8fc3-e020bdd2b151","Torres LLC","Company"
"133f36a9-bb43-4085-9c7e-cc2db9f4e31d","Roy and Sons","Company"
"abcdfe9e-526f-40a8-8224-5dc3b3b72951","Savage, Knapp and Flynn","Company"
"d5e90387-d4ce-4a12-94e7-ac6b47a52524","Rangel Ltd","Company"
"7b3f38ff-68d3-41cd-a36a-280468017ce4","Diaz, Rodriguez and Perry","Company"
"bf3b07f4-807a-43c9-ae3f-d5acfd9286c3","English, Adams and Powers","Company"
"f6472b95-6b3e-4578-a19c-ca962e5fc5de","Brooks-Moore","Company"
"5e2b97d8-1a3b-4757-b21f-80e128d30c78","Smith, Bell and Lawrence","Company"
"67dbc2b9-720e-4ab3-b9f7-1e390e63c2f9","Gutierrez, Gibson and Torres","Company"
"1a0c0730-accb-4c97-8121-205b2aa9edc2","Wiggins-Mills","Company"
"699a798f-1683-40ff-ab84-2b6159b8e17d","Wood-Smith","Company"
"bb2da70e-7594-45f9-b1ed-9bcfa9732e7e","Miller, Brewer and Lopez","Company"
"4e4ab3bf-b773-4634-b7a4-b055b6421697","Wallace-Shah","Company"
"87df5409-6530-42f0-82ae-cdaff281479a","Gardner, Adkins and Smith","Company"
"b1d12443-9931-47f6-a91c-e80daae4e2bf","Drake-Young","Company"
"700ca086-1d30-4f7b-8a69-ee9f3024c32b","Peck Inc","Company"
"62c5e6cb-8e3f-4ed0-ab0d-12288669237b","Grimes-Morris","Company"
"c2c5d037-fd5e-489e-95f4-8b0fa95a4049","Knight, Kirk and Bryant","Company"
"8c7a6089-1a75-4870-83c7-6f2faf175530","Garcia-Figueroa","Company"
"c124a54e-46db-473b-88fd-45dbfe47faeb","King Ltd","Company"
"10ed0d10-ffcf-4eb4-9d98-b7ad663a4486","Murray-Parker","Company"
"1f67f40b-1da0-41b8-bae7-8b301b6af7cd","Patrick-Morris","Company"
"f8a03cbb-c59f-4231-804d-5daa4e56c293","Torres Group","Company"
"e39fed90-e3b6-40d4-a251-1501953dbdd7","Powell, Davis and Hunter","Company"
"c8dfce67-9e52-4c00-837f-8281b75284da","Ortiz, Faulkner and Whitehead","Company"
"75284832-058d-4f50-80bc-955c6d96a26b","Martin-Hernandez","Company"
"d3060d38-aa29-4513-85f6-feadf9c6a15e","Guzman, Hawkins and Grant","Company"
"7a3c8f2d-2cbb-47b4-810f-93978822cf4e","Cabrera-Wood","Company"
"f975aa02-a4d6-4473-ab7a-c24dd9220504","Davis-Lee","Company"
"299328c9-cdc1-4178-a05e-1da3b2884780","Price-Reyes","Company"
"f8aa7061-e934-4bb9-a4a4-c21f0726c3c0","Andrade Inc","Company"
"c6096e35-dd84-40a2-9439-b4591f6efdff","White PLC","Company"
"51aab674-b932-4290-8d3c-c0f5fa28a9c6","Nelson, Bowen and Sexton","Company"
"8b7534a3-382f-4a5a-9d41-3d1532993197","Sanchez-Stephens","Company"
"2e851c5c-f9ac-4eeb-9819-e7e39ed7e222","Ward Inc","Company"
"45289e91-672e-4452-89b1-4ab77ecc976a","Davidson LLC","Company"
"f952740c-ba4e-406a-89bc-d4c5d407533b","Rivera, Cohen and Carter","Company"
"a59c4b5f-c2fd-46ae-b8c1-eba8ad08fb4a","Lopez-Khan","Company"
"ce97db96-25e4-4361-a2d1-3a11b674f9d2","Crawford Inc","Company"
"0e52e8e8-a729-4dc0-88a2-a0c0d4dda57e","Lawrence, Lawson and Klein","Company"
"14b780b9-5b2a-4330-aaf7-be06b9fd866e","Anderson, Weeks and Weeks","Company"
"fa8fbada-23f4-4fad-a826-a4402f576158","Edwards Ltd","Company"
"394f59cb-1042-4b72-8e75-c649fd1e725d","Cox LLC","Company"
"3eead869-b64a-4b4e-b5d7-3b7bddd80e5e","Smith-Johnson","Company"
"22c582d3-2454-4653-9687-a6fdf0a985c6","Shannon, Nguyen and Hernandez","Company"
"140d3d21-d8af-4acd-a12c-6ccdc3c3c67f","Wilcox-Wilkinson","Company"
"ca5f9af2-9f9a-4996-a434-a3874926fcf3","Murillo LLC","Company"
"3dee3a51-aaf7-492a-bfe8-81b344f83e34","Nguyen PLC","Company"
"32efad47-56c7-4fbf-a932-d4bd8f55dc90","Lynch PLC","Company"
"47977b52-6eee-4586-8670-821e1c0d69eb","Smith LLC","Company"
"515f566a-d109-467c-af77-bf567b93d818","Harvey, Beard and Brown","Company"
"6f9be78a-853c-4d03-9e4c-734099838d02","White PLC","Company"
"4dead18e-352b-4ea7-8fbb-af6eaf668edc","Harris-Lee","Company"
"aada04b7-41bc-4bd0-b567-996efa652732","Wilson LLC","Company"
"97a542c4-2b75-4a6e-9489-f4dfc4e5c503","Mcbride Ltd","Company"
"45cc652e-592f-40f9-acc3-57519c048dca","Walsh-Wilson","Company"
"55150682-2581-4b72-8ef4-c152eac2a97e","Kennedy Inc","Company"
"9cc7430e-93e6-4546-8517-773c34971211","Bryant Ltd","Company"
"e582ae93-c3a4-4944-a01b-6c2903a50dbc","Norman, Stephenson and Anderson","Company"
"7afee3d4-019a-4a66-a1be-d8b51f4674d8","Jacobs and Sons","Company"
"97c24662-2c70-4319-be12-a5ea2ca5c250","Olson, Davis and Adkins","Company"
"3cd4fa7c-19bf-422c-adf1-f558a6c1cdaa","Reese PLC","Company"
"c7090e41-e25b-4f6b-8a7c-5fc3cefb6f61","Ellis, Cooke and Gonzalez","Company"
"fb59b50c-cbf6-43be-adc7-d16c4ad21215","Williams, Potts and Cox","Company"
"7a59f47b-ed53-49cf-8293-6e4c64747681","Floyd, Potts and Stone","Company"
"369c3e60-2a52-4a5e-942c-395b3081c8c1","King, Walker and Rice","Company"
"a34a8827-76da-45b0-a990-5fb3871a2a0a","Wilcox-Morales","Company"
"192c287e-46c1-4fb5-b6e2-d9379c4d507f","Holt, Dalton and Rivera","Company"
"7848c057-ff7a-4f7d-9e1f-521068edda63","Booker Ltd","Company"
"e791c4bb-bf7c-4211-b6ca-bf2c808d821e","Johnson PLC","Company"
"60abbc44-01b2-4e54-b765-dddf52800833","Mcguire, Butler and Jacobson","Company"
"f72d3575-a936-43d9-ae3f-905bcb81edac","Anderson, Chang and Thompson","Company"
"dbfe3ebf-813b-4cdf-abd6-6d6e6ee45c3f","Townsend, Rodriguez and Arroyo","Company"
"7524f047-427f-4607-b1dd-33ade33ce886","Taylor, Davis and Berger","Company"
"18dc867f-965f-460d-b934-24eae14af9dd","Green-Coleman","Company"
"bffe8764-1980-43c0-b1e4-d1e3664cc674","Cowan, Evans and Yates","Company"
"92b5e254-8a60-47d0-8c42-a450ed4ea699","Jones-Riggs","Company"
"e8426226-eb22-4d68-bbc4-baf7198490a3","Russell, Johnson and Morrison","Company"
"6cca6855-45b3-43c4-ac44-1968c6e85dd8","Walsh-Jordan","Company"
"9ee66454-a0f3-4dd4-9e90-f1abd558d0a9","Edwards-Young","Company"
"e4b6b037-9d83-4468-9982-a511aaf5d8f3","Smith, Collins and Smith","Company"
"6a3c9213-19de-467d-8eb1-ab16042869ee","Underwood LLC","Company"
"d9a5cb96-b2a7-48e4-8991-646954ceb274","Johnson, Stuart and Robinson","Company"
"6a5e0026-0172-47e7-8839-a062787886b8","Cortez Ltd","Company"
"55682812-a128-4bf3-bbcf-0ab186d38525","Atkins Ltd","Company"
"41ae1782-d7e3-44fd-87ac-f0cad2c76bcf","Johnson, Mooney and Kim","Company"
"befe2e3b-7024-4098-9f60-368955993820","Aguilar-Hayes","Company"
"13e8010c-82f0-4125-94f8-1a83e9de1ddb","Smith PLC","Company"
"022b85d4-ab42-418c-8aa8-5d71f852f603","Hodge Group","Company"
"45970d87-294e-4b21-a040-d948667c0fe7","Graham, Jenkins and Anderson","Company"
"6ccdd08e-9616-4212-9a85-c55cc477938a","Jones-Garcia","Company"
"bda15a34-2c3e-44db-ade7-46fa07e618ff","Hughes, Ross and Jackson","Company"
"0ed7498b-a608-4462-8697-a096faf265d2","Baker Ltd","Company"
"98d33888-98d2-4d3a-92b5-121a0e189968","Willis-Turner","Company"
"72156f45-9283-405d-9a6d-b7319b326d46","Taylor, Wright and King","Company"
"d256cfe6-2b69-47e7-9a2c-b8af22669b22","Cortez-Martinez","Company"
"e6b35bae-ae5c-421d-b9d0-3403d1e2c2d3","Chapman PLC","Company"
"195d9a83-3ed2-4bb5-af4b-569d8972ec16","Brown, Johnson and Rodriguez","Company"
"83075fd2-171c-4a77-9f2e-2a8dc21037a6","Carroll PLC","Company"
"609fe3a2-cbd2-4fd2-b376-108c40291f95","Montgomery, Rogers and Rodgers","Company"
"c8d19a13-fd9d-4dcb-9292-2528dd311a7f","Miller Inc","Company"
"036493e1-ced1-44fc-845d-ee2fe109b52f","Rogers, Sanchez and Rodriguez","Company"
"e86b236f-9fe2-4437-9a6b-b7d7620282d5","Bird-Luna","Company"
"1a69563f-579d-4371-9ba8-d1699f032f4b","Brown Ltd","Company"
"50c4e17a-58d1-4649-8ee0-dd151b826712","Dean Ltd","Company"
"c2307a5e-7a81-4c17-9355-2e22318a954a","Washington, Lawrence and Cabrera","Company"
"9903518d-afbc-45e1-919a-c531a20601c7","Willis, Sutton and Acevedo","Company"
"81fa7ab3-a856-4e4a-a304-1ef43d98b14a","Webb PLC","Company"
"e75e6d81-fef4-4f9c-9f5e-a7dde83c8ab1","Rodriguez-Bauer","Company"
"b1c676f9-6a1f-40bc-af3d-4996e3b38bc9","Martinez LLC","Company"
"2cb892b1-c86e-42d5-8790-504b20070e65","Peterson-Parks","Company"
"9aa02f41-27a1-40ec-b6d2-87da34e2585f","Russell LLC","Company"
"607f1c22-4cc6-4ab3-b62c-f679a2e568cb","Garcia-Potter","Company"
"88495b89-b23c-488f-88d4-ec3b1d79b606","Hogan-Gilbert","Company"
"55b413f5-3dfa-4725-b968-188133539c68","Osborne-Jensen","Company"
"a6ed1a22-57c4-4cb2-9894-9fe336d2a70d","Diaz, Romero and Dalton","Company"
"2b1dea21-3a54-434c-a273-940e64b4a1b5","Fleming and Sons","Company"
"3ce1a81e-3118-411f-9505-e10e98a1d107","Walker LLC","Company"
"2d9a5ba9-135e-4bb2-8b21-9f8e44271bfc","Moss Ltd","Company"
"7f4461ad-9916-411d-ba6d-1b0478007a86","Johnston-Roman","Company"
"634c56eb-400d-4b8f-b4ef-0428509fbb42","Smith Inc","Company"
"78c49eda-53c8-48ca-8b38-34d5723f4cae","Flores-Holmes","Company"
"593ad7e7-3c4f-4f3e-b533-5e379bcfe273","Taylor-Smith","Company"
"5f5c66b3-eb6c-4371-9ffe-aaa43e6e9399","Wright PLC","Company"
"ecea36d0-a43a-4034-9a1a-89032fa86f95","Cameron Inc","Company"
"a6f2d151-cd48-45ec-b242-edfc4e1bf4e2","Cooper-Evans","Company"
"e145f061-efcb-40b7-9740-127e21cab4bd","Smith, Mitchell and Allen","Company"
"64a3f596-37f7-4db6-8bef-62172bb1990a","Fitzpatrick, Carter and Stewart","Company"
"43c6a6f7-a30b-42cc-a584-17d26f642e98","Huynh PLC","Company"
"8daa3fc9-86d6-4737-a06f-6a26ce51ec5f","Miller Ltd","Company"
"7d0efed4-e47f-4590-bf03-fa47bbee9075","Chavez-Smith","Company"
"f46655f6-88c9-4ab6-b00b-3a533e3a112f","Morgan, James and Shelton","Company"
"e1605cdc-f1e0-4eb3-98ab-7695b5a55698","Thomas, Carroll and Smith","Company"
"e5b07c1d-d5c8-41fb-9f0f-007c0c4b8100","Smith Inc","Company"
"6da2b771-9652-48f1-bd75-93b370bdd44c","Browning-Flores","Company"
"3dfab764-7cdf-4dda-98ed-9b5d7fa26f5a","Garcia-King","Company"
"c419cf07-b3ab-4c7b-8654-9dfdfdb08450","Moore Ltd","Company"
"03a55507-816f-4127-a8b9-7eeeba1b660b","Holmes Group","Company"
"920183b8-2498-4faf-8765-55cfa33bc979","Dickerson and Sons","Company"
"b27af365-bbe4-42e3-b015-f898c2294f1c","Taylor-Holloway","Company"
"0c9d1ce5-7f54-4c6a-a64d-61b365ddca3d","King and Sons","Company"
"cd659571-1c6e-49dd-811a-afcb5bd062bb","Hill-Sanders","Company"
"ea5cde9c-a021-433c-9b9f-8cbf5f799e93","Payne, Fisher and Torres","Company"
"b200aeda-f7c3-4b8a-897f-b29beb3af469","Fields, Wall and Vincent","Company"
"a05fc68f-7f36-4cea-9cfd-7d4bbebc747a","Ryan-Watson","Company"
"c5e2f48e-327a-4536-98d1-811c1426c07f","Chambers-Medina","Company"
"fb6d9b95-aecb-47d9-b54b-da0ad012bf77","Wagner-Butler","Company"
"a070a0e0-9871-4e48-9a4e-ee58595a774f","Griffin, Simpson and Lin","Company"
"58a4dc39-21ef-4058-a2c7-1b3760b27d69","Reynolds, Davis and Mendoza","Company"
"32fdc372-baba-4694-95c7-bc54a01535ec","Edwards PLC","Company"
"9bbd2ae6-f2a7-4fff-99f0-16759b994723","Riddle, Alvarez and Rice","Company"
"63768501-4062-40aa-9cce-0347a6ef12bb","Wright PLC","Company"
"3aeba248-8ec3-4659-84a7-52a2a0c2b2ee","Richardson-Little","Company"
"724bc06f-817c-4f1d-882d-d7636c344c72","Robinson LLC","Company"
"8128b767-997f-4246-a5b5-02e5f407b347","Tucker, Nicholson and Davis","Company"
"89400e39-314e-4855-8f8d-eb2b77ffe698","Burton LLC","Company"
"e94e49f7-552f-4d31-8833-57a70e86a3be","Howard, Allen and Smith","Company"
"5286ffde-7371-4f41-a998-52b38ffab0d6","Hicks-Wheeler","Company"
"f0075436-8e29-45ee-9079-c8ce89be4662","Torres, Durham and Perez","Company"
"42699b83-8198-4ea8-a771-b32b888b9ad8","Bray-Tyler","Company"
"4880c743-df9d-45f7-a72e-5cf15b971d7d","Ballard, Cooper and Webb","Company"
"b2d54a03-1e95-4d84-99e0-f5f499e019c7","Harris-Silva","Company"
"e9693d05-7001-44cb-82d4-9d1e5a2478aa","Carter-Kent","Company"
"8035239e-864a-405f-8f79-fa93dce3390f","Stevenson, Harper and Smith","Company"
"c70de994-652b-4ce2-aa79-8dfbc5b2eb42","Miller Ltd","Company"
"c420ff48-44c0-4688-a236-d7885c5c3dda","Hughes Group","Company"
"5b530f1a-cdae-4388-840b-c5f043ca0a6e","Barnes, Thompson and Hooper","Company"
"caad7c14-3c9a-4c5a-8123-fcda93853248","Ferguson Group","Company"
"978b4853-0a26-4abd-8763-d83dec854504","Stewart Ltd","Company"
"670cc6c2-b524-40cc-84c2-3e0083954997","Martinez, Wright and Johnson","Company"
"b3046058-cac3-4ee9-9fba-9e374b2c4680","Lewis, Barber and Kane","Company"
"1b292455-8e1c-4f10-8280-fc9228d73284","Adams-Anderson","Company"
"a2016e88-ac22-41a1-b325-86d5e253dd46","Wilson-Kim","Company"
"85586748-dfd1-4a4e-b321-626bfb56683b","Davis Ltd","Company"
"ab32eaf9-e30f-47d8-9d86-1894ea07c5cf","Miller-Hayes","Company"
"68e25d98-4f5a-4f50-adb4-f2ad6b2919f1","Moore LLC","Company"
"b8fb6bd9-be32-416b-91c1-119e356cfe11","Stevens Group","Company"
"d3bd5aed-3ffb-4b49-9726-42da57a8e446","Lane, Hubbard and Spears","Company"
"9d2baf7a-6f1b-4436-8295-f2ff5f578ead","Mccoy LLC","Company"
"f902f9e8-d335-4893-af17-7c400d97352d","Moody LLC","Company"
"2eaa89a1-fbb6-43df-89a6-eb62e516c411","Garcia-Alexander","Company"
"93f11bd2-b5b1-4e56-b517-fc52ef09254e","Allen LLC","Company"
"ac94af7b-dad0-4285-8d08-48af1055fa4a","Flores, Hayes and Johnston","Company"
"cfd1a4da-abb9-46ac-b137-4391607d0d12","Grant LLC","Company"
"d891c9c3-8943-449a-bfdd-17e76f6bf806","Harrell LLC","Company"
"6036423c-058f-4121-91a8-cbea8a42e15d","Gonzalez, Moore and Adkins","Company"
"b98e19c9-df78-43e5-a821-18d93d82d6a8","Walton LLC","Company"
"c9a53500-9c09-4321-8fdf-509ddb2263a9","Martinez-Gray","Company"
"c14e859f-e387-4bf8-be53-f8c3865b589e","Smith, Hudson and Hansen","Company"
"29ab4c75-6d64-4bb2-84ef-fb91f9201606","Hernandez, Thompson and Montgomery","Company"
"19149850-7a59-41d2-afb1-b020b7c689bf","Washington Ltd","Company"
"8e987fd2-ada2-4d91-8664-d1b5cdd9c99f","Rivera, Webster and Ray","Company"
"1ce14215-4a23-4e1b-9823-7d4d1430116d","Sanchez-Smith","Company"
"3f4b2ab6-1745-4ba2-bf6a-15b7e2379786","Cox-Davis","Company"
"1c91ce4a-1559-45d8-96b4-b55e0e9eb8d2","Wood PLC","Company"
"5b192789-268b-4ab3-8310-52819cea0263","Robles, Myers and Mcbride","Company"
"83b70236-b5a0-4f12-b693-ba6fd7ce6e9f","Webb-Smith","Company"
"bfe3fc79-3be4-4e5f-98c5-5efc543520c6","Ferguson PLC","Company"
"e39b7bbe-e5fb-4084-9540-0d6b8f1b5bbd","Allen, Mason and Hopkins","Company"
