publisherID, EditionID(conferenceID/workshopID)
"1901e811-ee72-4b20-8f7e-de08cd395a10",474ba646-b598-4275-a410-f2ea024bd754
"1901e811-ee72-4b20-8f7e-de08cd395a10",d36e81a6-755b-4c8e-a69c-a93e1321d60f
"1901e811-ee72-4b20-8f7e-de08cd395a10",59813d2a-d0f3-49f7-a728-d9343864617a
"1901e811-ee72-4b20-8f7e-de08cd395a10",ea56c355-7ce2-48a5-a9fe-6ea5a4fc4b94
"1901e811-ee72-4b20-8f7e-de08cd395a10",6500028b-ce9e-45a0-b349-34d9cfc7c387
"1901e811-ee72-4b20-8f7e-de08cd395a10",6fe0a1bb-6e8b-4584-8d60-8e98a8e06375
"1901e811-ee72-4b20-8f7e-de08cd395a10",df18ecd2-2910-4c69-aae4-d111ac9207e3
"1901e811-ee72-4b20-8f7e-de08cd395a10",dcd4ed0a-b849-4e94-93d3-e70cea1eed07
"1901e811-ee72-4b20-8f7e-de08cd395a10",8be7888a-ee1e-4c08-bd94-6798a779cf1c
"1901e811-ee72-4b20-8f7e-de08cd395a10",d5be530e-9523-4f20-8a4a-cc400fa970d8
"1901e811-ee72-4b20-8f7e-de08cd395a10",ad2c967d-b784-4fda-bd12-b23927c26ba9
"1901e811-ee72-4b20-8f7e-de08cd395a10",e003f13a-193c-4b9a-8a7f-5a7584f4960b
"1901e811-ee72-4b20-8f7e-de08cd395a10",da41eada-b5da-4949-9b67-ceca0da3f5e8
"1901e811-ee72-4b20-8f7e-de08cd395a10",59123278-c27a-4793-b278-753af78754af
"136edf8d-0f88-4c2c-830f-461c6a9b842e",d1b939cf-3f80-4a4c-9463-4c69ff7ff90f
"136edf8d-0f88-4c2c-830f-461c6a9b842e",ee208cd2-0680-489d-95cb-5683f399becc
"136edf8d-0f88-4c2c-830f-461c6a9b842e",8f494ce2-84e7-48b5-b475-a285ddb4bbd0
"136edf8d-0f88-4c2c-830f-461c6a9b842e",66b924b9-1737-4916-922d-7c5733a27682
"136edf8d-0f88-4c2c-830f-461c6a9b842e",58a6a50e-67ee-42ce-b76e-7ebddcf311d6
"136edf8d-0f88-4c2c-830f-461c6a9b842e",17f33e92-31ec-4156-b7cf-fea83ba0dcb4
"136edf8d-0f88-4c2c-830f-461c6a9b842e",4f9ff6e3-bd3a-4c2b-9e2d-f2abe5dad60c
"136edf8d-0f88-4c2c-830f-461c6a9b842e",23da25fa-40fb-4cca-9e2a-96c2f4061952
"136edf8d-0f88-4c2c-830f-461c6a9b842e",5764b121-0109-458b-96d5-cffa267f6354
"136edf8d-0f88-4c2c-830f-461c6a9b842e",3b36f1dc-d26c-4e18-945d-e60622ac1e53
"48f03f0e-3355-4ec2-a18c-0a9d984f10bf",6eb4e896-47a4-407a-ad04-062bcba14743
"c7be0e82-620f-44c5-b6de-46310d59c7b8",c38f38ef-8dd7-4e17-bee9-e0bd1d2b4ccd
"a1ade50c-95a3-4c2e-add0-da0c86659a71",a37eb056-f7bf-4b15-afe1-75bc60bca2ab
"a1ade50c-95a3-4c2e-add0-da0c86659a71",7516308e-d035-49cf-8f41-6587c2bf05c5
"a1ade50c-95a3-4c2e-add0-da0c86659a71",4e438526-b191-488b-8c26-cedb7c66fe54
"939ba3df-4270-4ba0-ad98-ffe889f3546e",c99d24f7-6b7b-4ab8-8443-4b4431627ba0
"939ba3df-4270-4ba0-ad98-ffe889f3546e",33f2121e-7606-48af-8ad0-ad11d2970274
"939ba3df-4270-4ba0-ad98-ffe889f3546e",eb578930-3339-473c-ac63-5d4ab63558f9
"939ba3df-4270-4ba0-ad98-ffe889f3546e",c5964d23-4dfc-41c5-af1e-27e5642cd2e4
"939ba3df-4270-4ba0-ad98-ffe889f3546e",d8fc3fdd-aeaa-4d41-ab07-f3b72cafb8ce
"939ba3df-4270-4ba0-ad98-ffe889f3546e",15fa0006-61b5-40de-9936-e2d9e879b10c
"939ba3df-4270-4ba0-ad98-ffe889f3546e",f61bf92d-4885-4ea0-bedd-4ee4dc7a2c7c
"fe4d09f8-d278-4bfb-b73a-1a6a0e22f6a3",6cb44f9d-8aa3-45b7-bf7d-8c16b1a58d23
"fe4d09f8-d278-4bfb-b73a-1a6a0e22f6a3",c6028aac-8d3d-42d6-9b3a-518cba987fda
"fe4d09f8-d278-4bfb-b73a-1a6a0e22f6a3",33ae0785-e58c-4275-a5e1-d3328593e246
"fe4d09f8-d278-4bfb-b73a-1a6a0e22f6a3",8f4598a8-5d45-4d72-8f4f-57765fa48284
"fe4d09f8-d278-4bfb-b73a-1a6a0e22f6a3",217b56fd-37c4-4097-bd04-cfb23ce4b685
"fe4d09f8-d278-4bfb-b73a-1a6a0e22f6a3",c6e48375-b2aa-4379-8345-36c63f1f7177
"fe4d09f8-d278-4bfb-b73a-1a6a0e22f6a3",82f294ef-9c57-4161-af1a-d22231e018f4
"fe4d09f8-d278-4bfb-b73a-1a6a0e22f6a3",3a6e5f16-7b16-4dbc-862b-5a9043b98a9d
"fe4d09f8-d278-4bfb-b73a-1a6a0e22f6a3",d0b10e78-7e67-40c8-97c2-e26bf3719f7b
"fe4d09f8-d278-4bfb-b73a-1a6a0e22f6a3",3e2d3ed6-4dad-474d-a3b3-b6f4777d1ed4
"fe4d09f8-d278-4bfb-b73a-1a6a0e22f6a3",99cc4eb3-8320-430a-b3bf-50ff1aa7e8e9
"fe4d09f8-d278-4bfb-b73a-1a6a0e22f6a3",2797d956-e94e-4e11-871f-fa4adfc48e56
"fe4d09f8-d278-4bfb-b73a-1a6a0e22f6a3",d8c4122f-3576-4733-b1f3-fdc2cdbe57c3
"fe4d09f8-d278-4bfb-b73a-1a6a0e22f6a3",0142cf9c-8e3e-4234-9a6d-4427309a49ba
"fe4d09f8-d278-4bfb-b73a-1a6a0e22f6a3",46559a79-c820-4131-83f5-569150f87c3c
"fe4d09f8-d278-4bfb-b73a-1a6a0e22f6a3",291b1887-386f-4639-b5e2-14b70c1babf4
"eec60769-4238-493f-94a7-aef2343f1137",1d0d6d0d-2fae-423c-94fb-801c15b99c9e
"eec60769-4238-493f-94a7-aef2343f1137",3d39e95c-371f-4914-974a-8340d2814e61
"eec60769-4238-493f-94a7-aef2343f1137",011dd0aa-9f2a-4f13-a442-d795b29661de
"eec60769-4238-493f-94a7-aef2343f1137",bfe1d4dc-a64b-48b4-82e2-7d2fba2485ba
"eec60769-4238-493f-94a7-aef2343f1137",530a9fdc-7f6d-4318-863b-6bfbe6b3aea3
"eec60769-4238-493f-94a7-aef2343f1137",af96eefd-315d-41e5-83bc-2c8f5dc68dcc
"eec60769-4238-493f-94a7-aef2343f1137",a0ffa19b-f5f6-4eb0-a611-0dcdf7d2bd80
"eec60769-4238-493f-94a7-aef2343f1137",86bacf15-f334-4896-86c5-1c2d17a9b488
"eec60769-4238-493f-94a7-aef2343f1137",1f1165f4-e110-4b69-8d61-72f6b0ef8e6f
"eec60769-4238-493f-94a7-aef2343f1137",98e90daa-1547-4761-b6d8-a13b0d08b208
"eec60769-4238-493f-94a7-aef2343f1137",78ac1448-a534-42f9-a551-5c7a73a3bb86
"eec60769-4238-493f-94a7-aef2343f1137",baf8cf61-1ee3-471c-8bba-a85b5012c636
"462aaca0-5133-4ccc-88bd-528a3cf3b731",d59da627-a17c-4d50-ba04-030bdc231951
"e05825ce-fdfe-4fb7-8732-9496687fe02f",48c69d2d-2838-4bab-9941-fc8f3e1152e7
"e05825ce-fdfe-4fb7-8732-9496687fe02f",684e51c5-4efb-4a9e-9cc4-74d1847235b4
"e05825ce-fdfe-4fb7-8732-9496687fe02f",d0164498-1d65-42a6-9bbc-3e8b2433c1de
"e05825ce-fdfe-4fb7-8732-9496687fe02f",097901ac-b95a-4428-8291-9e740ef01698
"e05825ce-fdfe-4fb7-8732-9496687fe02f",1ca4bb19-1275-4465-ab35-afb56b78c4b5
"e05825ce-fdfe-4fb7-8732-9496687fe02f",5b6acdc4-10cf-4429-8b1d-333020cddc44
"e05825ce-fdfe-4fb7-8732-9496687fe02f",f1da2e52-b02f-448d-968b-9b4d405da1d6
"e05825ce-fdfe-4fb7-8732-9496687fe02f",2576416c-799f-4dd5-b5ce-d0c70710ea09
"e05825ce-fdfe-4fb7-8732-9496687fe02f",e241f995-24e0-4ad6-8757-d1d2691778e6
"e05825ce-fdfe-4fb7-8732-9496687fe02f",9b1a37b2-7d91-4099-91c5-de65c6ff4574
"e05825ce-fdfe-4fb7-8732-9496687fe02f",ee181697-8f1d-43f8-8c6c-8a7dd7f1ca1e
"e05825ce-fdfe-4fb7-8732-9496687fe02f",2271ad9d-7dc6-4a32-bd69-67feebdda378
"e05825ce-fdfe-4fb7-8732-9496687fe02f",c8de5ef0-462b-4a7e-84b6-75af18b9daae
"e05825ce-fdfe-4fb7-8732-9496687fe02f",f77de17e-7697-4c0f-852a-0a13140b0492
"e05825ce-fdfe-4fb7-8732-9496687fe02f",238a25ae-ea70-43c0-b5d6-2f6382942e34
"e05825ce-fdfe-4fb7-8732-9496687fe02f",59f3d847-f226-4312-9264-706002c986c1
"e05825ce-fdfe-4fb7-8732-9496687fe02f",a6f0a319-4083-4971-8722-16265c1daeb5
"e05825ce-fdfe-4fb7-8732-9496687fe02f",fa2a615a-20f8-4547-9131-8c5045ac56cd
"b43570bd-8e77-43e3-940a-c3ec466b423e",5484a507-b978-4dc8-bdea-740201e95f26
"6f26f10b-75e6-40c3-9a48-dad8e314416f",a2ebb16f-66ba-4821-904b-4a2de1f2bc53
"6f26f10b-75e6-40c3-9a48-dad8e314416f",15a594ef-e526-45fe-9e1a-e59f42070098
"6f26f10b-75e6-40c3-9a48-dad8e314416f",3e9b4f66-43ce-4fb5-9a0f-3ad6dab8541f
"6f26f10b-75e6-40c3-9a48-dad8e314416f",ccf25484-2101-4afd-bb21-a7a5cf5c0f24
"6f26f10b-75e6-40c3-9a48-dad8e314416f",6780e770-5005-4e2b-ac07-a18863f79fce
"6f26f10b-75e6-40c3-9a48-dad8e314416f",847a38cf-87ac-4429-9ad2-69054b8f941a
"6f26f10b-75e6-40c3-9a48-dad8e314416f",e34530a9-47ba-443a-9411-88f08742e318
"6f26f10b-75e6-40c3-9a48-dad8e314416f",92c46591-d39f-4962-bca6-3e233f10cc77
"6f26f10b-75e6-40c3-9a48-dad8e314416f",66d6e14e-9f96-45b3-8349-d922ed523849
"6f26f10b-75e6-40c3-9a48-dad8e314416f",6d9cada5-3cd6-4a5c-83f7-480ebf1f5cec
"6f26f10b-75e6-40c3-9a48-dad8e314416f",3dc11f49-8bd6-411a-8a66-434d70019ae2
"6f26f10b-75e6-40c3-9a48-dad8e314416f",ee5315bb-062e-434e-bfe0-cd88dc883cc4
"6f26f10b-75e6-40c3-9a48-dad8e314416f",d4c68849-3872-462b-8fc7-ca398ed75587
"6f26f10b-75e6-40c3-9a48-dad8e314416f",8527df3a-5a4d-4419-8c03-60be189ae369
"6f26f10b-75e6-40c3-9a48-dad8e314416f",8d86eafe-1465-4a94-84bd-1b0731fdd99e
"6f26f10b-75e6-40c3-9a48-dad8e314416f",bc032ea7-bb00-4251-a9fe-d178ec3082e4
"6f26f10b-75e6-40c3-9a48-dad8e314416f",7a5afe9d-f211-43f7-9890-7c6e595a5d03
"6f26f10b-75e6-40c3-9a48-dad8e314416f",24cb5d36-030f-4cc4-abf7-82b1cf2947a5
"6f26f10b-75e6-40c3-9a48-dad8e314416f",ee408392-a4cc-4ce4-9f65-6ebb46e23bcf
"6f26f10b-75e6-40c3-9a48-dad8e314416f",a8ad727f-3ac8-4d7f-bc79-0c6870487674
"352bb1a9-8a7b-47bd-b6eb-4a0c6ed6d2bb",62cc68f0-776e-495a-95ac-578cc9d10a8a
"1cd505d9-195d-4f99-b91c-169e872644d4",cfde0977-573d-45fa-9ad7-73e7c93f18cd
"1cd505d9-195d-4f99-b91c-169e872644d4",dee741c9-18df-4c7c-b297-9893c0c9291f
"1cd505d9-195d-4f99-b91c-169e872644d4",c52f693a-e2f2-4920-9055-f9c21f51628e
"1cd505d9-195d-4f99-b91c-169e872644d4",f8b0108a-8022-4732-be51-4397d10177e7
"1cd505d9-195d-4f99-b91c-169e872644d4",6c1f22ce-1b5a-4988-84c5-dc49b6b9ef84
"1cd505d9-195d-4f99-b91c-169e872644d4",777cbdf9-dc0c-4db8-8276-7725382a56be
"1cd505d9-195d-4f99-b91c-169e872644d4",437c7cc2-1d4a-449d-806b-ef95783bd025
"1cd505d9-195d-4f99-b91c-169e872644d4",4ac08c74-7329-484d-bf25-a1b19bfb2af9
"8270cfe1-3713-4325-a7bd-c6a87eed889e",c0e10154-7702-4365-a766-5c7833f4f57e
"8270cfe1-3713-4325-a7bd-c6a87eed889e",44bc65e7-5e5e-4c9f-8a61-f8cc77d341e8
"15e7de38-543a-4f3d-ae1c-13526af64d64",ae4fcd4e-9a62-41e9-b13a-73ed221ef920
"15e7de38-543a-4f3d-ae1c-13526af64d64",46ee116d-579b-4b24-b7bd-6a8a7bd4e4db
"15e7de38-543a-4f3d-ae1c-13526af64d64",e90e3b0f-9aa8-4566-acfa-eab296af427e
"15e7de38-543a-4f3d-ae1c-13526af64d64",453889c3-fba0-4072-a184-f0dd0b55fec0
"15e7de38-543a-4f3d-ae1c-13526af64d64",e723d604-284d-41fc-9f30-b143fc99cdfd
"15e7de38-543a-4f3d-ae1c-13526af64d64",c4f272ab-7833-4037-bc6e-3523fa632059
"15e7de38-543a-4f3d-ae1c-13526af64d64",83814f24-fc97-44c3-9553-0524c45a4899
"15e7de38-543a-4f3d-ae1c-13526af64d64",5746e925-48dd-4318-96b0-288d7fcb762a
"15e7de38-543a-4f3d-ae1c-13526af64d64",16f49e8f-1850-47a5-a13c-3d1085436e88
"15e7de38-543a-4f3d-ae1c-13526af64d64",731c3645-0d90-4727-9f6a-7218b809b251
"15e7de38-543a-4f3d-ae1c-13526af64d64",5b17afff-bf78-4335-9050-f3a40af50d4e
"15e7de38-543a-4f3d-ae1c-13526af64d64",0cd5edd9-bc20-4b05-bdf6-e1cf8a32fcba
"15e7de38-543a-4f3d-ae1c-13526af64d64",b4e239e6-51ed-451e-95b8-03c2e2b24012
"15e7de38-543a-4f3d-ae1c-13526af64d64",85aba8ee-4aff-452f-9a97-7ae93d1ecd4c
"15e7de38-543a-4f3d-ae1c-13526af64d64",a35a7fd4-635a-46f6-bce2-989395c0b1ed
"15e7de38-543a-4f3d-ae1c-13526af64d64",b76e5336-5e61-4c7a-89eb-cfdd2b7bb7e1
"15e7de38-543a-4f3d-ae1c-13526af64d64",c05750bf-f09d-46a0-9558-86c94e1d3c24
"15e7de38-543a-4f3d-ae1c-13526af64d64",7bc72064-c223-40a8-9d16-cdb4d1b10c3c
"15e7de38-543a-4f3d-ae1c-13526af64d64",18a5edb2-6014-4bfd-9f53-d64e2d24bdab
"15e7de38-543a-4f3d-ae1c-13526af64d64",8aa2a2e0-09bf-4380-9739-43d7f9a513fb
"15e7de38-543a-4f3d-ae1c-13526af64d64",5d19cf0f-2e0f-43c8-be22-9cc5e621a6cc
"ec0b0b8a-d05f-4732-bba7-90d95be5b20e",c21561f1-ae39-4148-aea9-af210ca6d0ad
"ec0b0b8a-d05f-4732-bba7-90d95be5b20e",eac73684-8611-4111-98c2-47e4c702d85f
"ec0b0b8a-d05f-4732-bba7-90d95be5b20e",716396c6-9094-4c1d-8c93-838cad0a5997
"ec0b0b8a-d05f-4732-bba7-90d95be5b20e",67cb9695-48ad-473a-889c-87e245f128af
"ec0b0b8a-d05f-4732-bba7-90d95be5b20e",84673b4d-06a8-4a86-b1c2-608b01ce7d1a
"ec0b0b8a-d05f-4732-bba7-90d95be5b20e",90fc45fa-324f-4397-8a5f-783a7731d456
"ec0b0b8a-d05f-4732-bba7-90d95be5b20e",c01fcde0-d310-4390-af73-0344397cf799
"ec0b0b8a-d05f-4732-bba7-90d95be5b20e",a458cbe6-a006-4f12-8d82-deb2115dc7b6
"ec0b0b8a-d05f-4732-bba7-90d95be5b20e",00bdfb86-4d73-4bae-904c-7da6e6db231d
"ec0b0b8a-d05f-4732-bba7-90d95be5b20e",6dd24b0d-ce55-4907-840f-e5a3397f9152
"ec0b0b8a-d05f-4732-bba7-90d95be5b20e",8ba3ac3a-314e-4137-95df-d3524ddfc4a7
"ec0b0b8a-d05f-4732-bba7-90d95be5b20e",8220f5b0-5424-4039-a44f-7882a7f699dc
"ec0b0b8a-d05f-4732-bba7-90d95be5b20e",60d9458c-d04b-4443-97af-521792f90caf
"ec0b0b8a-d05f-4732-bba7-90d95be5b20e",d8c07808-03c8-469f-934d-13c0a436ce0e
"ec0b0b8a-d05f-4732-bba7-90d95be5b20e",869f9338-9ba8-4a17-a81c-f8eccd4e7473
"ec0b0b8a-d05f-4732-bba7-90d95be5b20e",dd533ea3-5210-491e-bd8b-3239a25026cf
"ec0b0b8a-d05f-4732-bba7-90d95be5b20e",afe89004-7fd8-4975-a50b-eca8ca17dcbc
"234908c5-8fa1-460e-8dad-d1807f0ad07f",5c1a95c8-dba1-4a00-941a-a2ba35960aa7
"234908c5-8fa1-460e-8dad-d1807f0ad07f",8d8d6374-d89e-4d14-bfe1-e9ee2e61cdc2
"234908c5-8fa1-460e-8dad-d1807f0ad07f",85566771-ba75-4acd-bfc0-580d1ceacaa5
"234908c5-8fa1-460e-8dad-d1807f0ad07f",2ffe7b2c-35b6-4ba3-a74b-abe1a4dfed0f
"234908c5-8fa1-460e-8dad-d1807f0ad07f",f82c97ac-85b5-460b-92de-787844fda822
"234908c5-8fa1-460e-8dad-d1807f0ad07f",5c59b41e-87e1-4cb0-95fa-c0ffde436c31
"234908c5-8fa1-460e-8dad-d1807f0ad07f",2c35dd8b-ce19-4e80-8251-e8dd04dbbc58
"234908c5-8fa1-460e-8dad-d1807f0ad07f",d73b5707-8a59-48c5-a9f0-613afcf1cd6f
"234908c5-8fa1-460e-8dad-d1807f0ad07f",18ecde95-f1d6-4d40-9575-2e121401cf7a
"50679b0d-93b5-432a-833d-1f1c1cc4e811",140227dc-497a-422b-b72d-eb6088526420
"50679b0d-93b5-432a-833d-1f1c1cc4e811",0ea7b995-900a-423f-9c77-db393bd82905
"50679b0d-93b5-432a-833d-1f1c1cc4e811",a8c6cd37-f27d-4a1e-a5e5-d93d9a35bf09
"50679b0d-93b5-432a-833d-1f1c1cc4e811",b243a12a-5ac6-4edc-aef1-eb56a359bfd8
"50679b0d-93b5-432a-833d-1f1c1cc4e811",89148de5-13ea-4946-89ee-3113436282d3
"50679b0d-93b5-432a-833d-1f1c1cc4e811",67ea12ec-bc89-4437-af36-39fd19d97b26
"50679b0d-93b5-432a-833d-1f1c1cc4e811",a064d412-b37c-4785-bdd3-618b07e6a609
"50679b0d-93b5-432a-833d-1f1c1cc4e811",9f9114e9-c8cf-4027-b7b6-188e062fc674
"50679b0d-93b5-432a-833d-1f1c1cc4e811",a67eda59-6861-4e81-b73c-9c4322d9087f
"50679b0d-93b5-432a-833d-1f1c1cc4e811",b803bdce-b922-4883-9842-8525ec909722
"50679b0d-93b5-432a-833d-1f1c1cc4e811",10da2f0e-506b-4731-90bd-e3bfcf4a56b5
"50679b0d-93b5-432a-833d-1f1c1cc4e811",1c7c7333-b4a4-4620-98ec-7ed4e217e88b
"50679b0d-93b5-432a-833d-1f1c1cc4e811",132d4970-73c3-41e4-b1a1-25ff34410c9d
"50679b0d-93b5-432a-833d-1f1c1cc4e811",076c897d-4e36-425c-8f95-eebfb68cee24
"04936387-1b87-4ce0-93e7-767cb352e9c8",1a1c18eb-f8f4-41c0-b71f-92c050613800
"04936387-1b87-4ce0-93e7-767cb352e9c8",14632f7f-2c5b-48ba-bf13-88d1eb659317
"04936387-1b87-4ce0-93e7-767cb352e9c8",5ac1dd8a-ba8a-444f-bf46-765c1dcf3174
"04936387-1b87-4ce0-93e7-767cb352e9c8",8c0b6294-836f-4e31-a387-1e1b5bf5f294
"04936387-1b87-4ce0-93e7-767cb352e9c8",cd48be3d-a3ad-477c-9a21-f9c40aaaf1a6
"bd93f51e-8207-47f7-b838-1e50382eded6",bde6d45f-e76e-4aa6-8a39-767016396f1e
"bd93f51e-8207-47f7-b838-1e50382eded6",24cfd6d9-f578-419c-84a7-8f86d51a23de
"bd93f51e-8207-47f7-b838-1e50382eded6",cbd7121a-a2c4-4d9a-ae4e-b09c2ed25650
"737c9fb4-6dce-4072-a782-a3729b3c6b8a",ee0a7e58-708b-4ed7-956e-8eabd4c9d418
"737c9fb4-6dce-4072-a782-a3729b3c6b8a",0c1d1861-da29-49a7-b39b-85f217394f1a
"10925c1c-0929-4ec5-8268-a8a52bd84631",8157cb7b-df8f-4064-8435-6db07552c2ac
"10925c1c-0929-4ec5-8268-a8a52bd84631",de9e3bbb-9718-4d3b-a1e9-c7c9312aca95
"10925c1c-0929-4ec5-8268-a8a52bd84631",8a0671d9-ec34-4f3c-9ee2-8c0701c654ef
"10925c1c-0929-4ec5-8268-a8a52bd84631",4bdb37ef-6fe2-4915-9957-1b58e9a0bec5
"10925c1c-0929-4ec5-8268-a8a52bd84631",cb6cfe37-f0d3-4acc-a3f5-fae702f52107
"10925c1c-0929-4ec5-8268-a8a52bd84631",b3644db8-1396-4d53-a63b-d386866bf5d1
"10925c1c-0929-4ec5-8268-a8a52bd84631",d07c3e2b-89e3-4ac1-95b1-b7f72736f5ab
"10925c1c-0929-4ec5-8268-a8a52bd84631",2d5bfcd5-a857-4786-9714-891b6266b5db
"10925c1c-0929-4ec5-8268-a8a52bd84631",902ae68f-06cc-4dbb-878c-45a9519c2cca
"10925c1c-0929-4ec5-8268-a8a52bd84631",044653c4-36d3-4bcd-832a-f543f6c53425
"f6d0ccd1-a3b3-4c19-8677-753b3279918f",2b8560ee-b211-4305-8d8f-559bc70ed374
"f6d0ccd1-a3b3-4c19-8677-753b3279918f",d0731ecb-62fb-4510-a01a-22cb22e37dc5
"f6d0ccd1-a3b3-4c19-8677-753b3279918f",46626cfb-e971-49db-bbc9-a53fcb0f960a
"f6d0ccd1-a3b3-4c19-8677-753b3279918f",aaff1cfe-92df-4d07-a899-bcd44fbb1a61
"f6d0ccd1-a3b3-4c19-8677-753b3279918f",3eb31c35-b275-48d7-8837-93d64352bef7
"f6d0ccd1-a3b3-4c19-8677-753b3279918f",26b836d7-0024-4c66-8acd-771c47deb411
